Primary Key,Order Date,Manufacturer,Product Category,Complaint,Part Description,Cost_Numeric,Actual Hours,Year
SO0058936-1,2023-08-02,PASEIH,SPRAYS,CHEMICAL INDUCTOR AND RINSE TANK FILL RED AND GREEN LIGHTS NOT WORKING PROPERLY,VALVE,1534.52,9.279900000000001,2023
SO0058936-2,2023-08-09,PONDE,TRACT2,HYDRAULIC CODES,"FILTER,HYDRAULIC OI",0.0,0.9499,2023
SO0058936-3,2023-08-16,PONDE,TRACT2,AC LINE BLEW AND CUSTOMER REPLACED LINE SYSTEM NEED EVACUATED AND RECHARGED,R1341=30,36.84,1.1799,2023
SO0058947-8,2023-08-23,PASEIH,SPRAYS,End blew off the hose,OIL HV46 5GAL HYDRAULIC,255.03,0.0,2023
SO0058951-1,2023-08-23,PASEIH,SPRAYS,End blew off the hose,HOSE,159.9799,0.0,2023
SO0058982-2,2023-08-24,PASEIH,SPRAYS,PDI/SETUP,IMPERIAL HARDWARE,2.24,38.9298,2023
SO0058989-1,2023-08-24,PASEIH,SPRAYS,INSTALL TIPS,"""2"""" GASKET""",2.8,2.0,2023
SO0058989-2,2023-08-24,PASEIH,SPRAYS,INSTALL TIPS,CLAMP,14.6,2.0,2023
SO0059001-2,2023-08-24,PASEIH,SPRAYS,INSTALL TIPS,HARDWARE,27.6999,2.0,2023
SO0059006-1,2023-08-24,PASEIH,SPRAYS,TRIM PANEL IS INCORRECT FROM FACTORY.,PANEL,150.15,0.5,2023
SO0059006-2,2023-08-28,PASEIH,SPRAYS,NO AC,REMAN-A/C COMPRESSOR,0.0,2.33,2023
SO0059006-4,2023-08-30,PASEIH,SPRAYS,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,WINDSHIELD CLEAN,3.78,39.0593,2023
SO0059006-6,2023-08-30,PASEIH,SPRAYS,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,RV ANTI FREEZE,184.25,39.0593,2023
SO0059029-1,2023-08-30,PASEIH,SPRAYS,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,HOWES FUEL TREATMENT,24.99,39.0593,2023
SO0059029-2,2023-08-31,PASEIH,SPRAYS,-Product pump would not run.-Service call- 80 miles total,OIL HV46 5GAL HYDRAULIC,85.01,5.8299,2023
SO0059029-4,2023-08-31,PASEIH,SPRAYS,-Product pump would not run.-Service call- 80 miles total,VALVE  FLOW CONTROL,283.5,5.8299,2023
SO0059029-5,2023-08-31,PASEIH,SPRAYS,-Product pump would not run.-Service call- 80 miles total,PUMP,325.5,5.8299,2023
SO0059036-1,2023-09-18,PASEIH,SPRAYS,AUTOFOLD CAUSES BOOM TO DRAG AND BOOMS HIT CRADLE.AUTOBOOM DROPS RIGHT WING TO GROUND.,REMAN-SENSOR,108.0,3.58,2023
SO0059036-2,2023-09-18,PASEIH,SPRAYS,AUTOFOLD CAUSES BOOM TO DRAG AND BOOMS HIT CRADLE.AUTOBOOM DROPS RIGHT WING TO GROUND.,REMAN-SENSOR,-5.0,3.58,2023
SO0059036-3,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,"COUPLER,2 IN MANIFOLD",21.52,12.889700000000001,2023
SO0059036-4,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,1/2 poly coupling,6.74,12.889700000000001,2023
SO0059037-1,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,REDUCER BUSHING,2.03,12.889700000000001,2023
SO0059045-1,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,CLAMP,3.25,12.889700000000001,2023
SO0059080-1,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,REGULATOR,31.1099,12.889700000000001,2023
SO0059080-2,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,ELBOW  45,3.1,12.889700000000001,2023
SO0059080-2,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,ELBOW  45,3.1,12.889700000000001,2023
SO0059090-1,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,VALVE  CHECK,0.0,12.889700000000001,2023
SO0059090-2,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,FITTING,8.4199,12.889700000000001,2023
SO0059090-4,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,VALVE,28.41,12.889700000000001,2023
SO0059090-8,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,GASKET,0.64,12.889700000000001,2023
SO0059098-1,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,wilger flush valve,44.2199,12.889700000000001,2023
SO0059098-3,2023-09-25,PASEIH,SPRAYS,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,1/4 PIPE CL/NIP,6.58,12.889700000000001,2023
SO0059098-4,2023-09-25,PASEIH,SPRAYS,Boom cradle's on both booms bent and cracked. There are pictures.,PAD,149.88,9.1898,2023
SO0059106-1,2023-09-25,PASEIH,SPRAYS,Boom cradle's on both booms bent and cracked. There are pictures.,BRACKET,125.1,9.1898,2023
SO0059121-1,2023-09-25,PASEIH,SPRAYS,Boom cradle's on both booms bent and cracked. There are pictures.,BRACKET,148.14,9.1898,2023
SO0059121-2,2023-09-25,PASEIH,SPRAYS,Boom cradle's on both booms bent and cracked. There are pictures.,BOLT,4.8799,9.1898,2023
SO0059121-4,2023-09-25,PASEIH,SPRAYS,Boom cradle's on both booms bent and cracked. There are pictures.,SCREW,9.96,9.1898,2023
SO0059121-5,2023-09-25,PASEIH,SPRAYS,Boom cradle's on both booms bent and cracked. There are pictures.,WASHER,19.68,9.1898,2023
SO0059121-6,2023-09-25,PASEIH,SPRAYS,Boom cradle's on both booms bent and cracked. There are pictures.,BUMPER,84.98,9.1898,2023
SO0059125-1,2023-09-25,PASEIH,SPRAYS,Boom cradle's on both booms bent and cracked. There are pictures.,BRACKET,23.28,9.1898,2023
SO0059125-2,2023-09-25,PASEIH,SPRAYS,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,FITTING,4.21,5.62,2023
SO0059150-1,2023-09-25,PASEIH,SPRAYS,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,GASKET,2.1201,5.62,2023
SO0059151-3,2023-09-25,PASEIH,SPRAYS,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,CLAMP,7.0501,5.62,2023
SO0059159-1,2023-09-25,PASEIH,SPRAYS,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,PLUG,5.0,5.62,2023
SO0059169-1,2023-09-25,PASEIH,SPRAYS,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,FITTING,5.11,5.62,2023
SO0059169-2,2023-09-25,PASEIH,SPRAYS,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,VALVE  CHECK,37.0399,5.62,2023
SO0059169-5,2023-09-25,PASEIH,SPRAYS,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,ELBOW,0.0,5.62,2023
SO0059170-1,2023-09-25,PASEIH,SPRAYS,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,FITTING,3.25,5.62,2023
SO0059170-2,2023-09-25,PASEIH,SPRAYS,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,FITTING,7.5099,5.62,2023
SO0059173-1,2023-09-25,PASEIH,SPRAYS,To get machine in shop to install boom recirculate system and install missing Boom Air purge part. Also to replace broken boom cradle.,HOWES FUEL TREATMENT,24.99,8.149799999999999,2023
SO0059177-1,2023-09-25,PASEIH,SPRAYS,To get machine in shop to install boom recirculate system and install missing Boom Air purge part. Also to replace broken boom cradle.,RV ANTI FREEZE,390.5,8.149799999999999,2023
SO0059180-1,2023-10-03,PASEIH,SPRAYS,10-16-2023 - Cutomer needed the sprayer to finish for the season. Will bring back in to complete the work.1-23-24 customer brought unit back for repair.NCV's woulds randomly shut off.,KIT,2565.36,17.2396,2023
SO0059182-1,2023-10-03,PASEIH,SPRAYS,10-16-2023 - Cutomer needed the sprayer to finish for the season. Will bring back in to complete the work.1-23-24 customer brought unit back for repair.NCV's woulds randomly shut off.,OIL  ENGINE,9.57,17.2396,2023
SO0059182-3,2023-10-03,PASEIH,APPL,ENGINE DERATED AND SCR FAULT,SENSOR,0.0,9.4198,2023
SO0059182-4,2023-10-03,PASEIH,APPL,ENGINE DERATED AND SCR FAULT,REMAN ELECT CONTROL,849.56,9.4198,2023
SO0059189-1,2023-10-03,PASEIH,APPL,ENGINE DERATED AND SCR FAULT,REMAN-MODULE,0.0,9.4198,2023
SO0059190-1,2023-10-04,PASEIH,SPRAYS,PERFORM PIP CS0723 PROCEDURES.,TRANSDUCER,319.28,5.9199,2023
SO0059190-2,2023-10-17,PASEIH,SPRAYS,CAB AIR SEAT WILL NOT AIR UP.,KIT  SERVICE,213.5,8.5,2023
SO0059190-3,2023-11-08,PASEIH,SPRAYS,Trident project 1426.Customer request to pull all engine data..Also engine would run extremely rough and die.,REMAN ELECT CONTROL,1095.49,10.0198,2023
SO0059190-4,2023-11-08,PASEIH,SPRAYS,Trident project 1426.Customer request to pull all engine data..Also engine would run extremely rough and die.,REMAN ELECT CONT - CORE,-100.0,10.0198,2023
SO0059193-1,2023-11-08,PASEIH,SPRAYS,Trident project 1426.Customer request to pull all engine data..Also engine would run extremely rough and die.,ELECTRONIC CONTR,0.0,10.0198,2023
SO0059194-1,2023-11-08,PASEIH,SPRAYS,Trident project 1426.Customer request to pull all engine data..Also engine would run extremely rough and die.,HARNESS  WIRE,507.38,10.0198,2023
SO0059194-2,2023-11-09,PASEIH,SPRAYS,OIL LEAK ON REAR OF SPRAYER,O-RING,3.51,4.36,2023
SO0059201-8,2023-11-09,PASEIH,SPRAYS,OIL LEAK ON REAR OF SPRAYER,HOSE,144.92,4.36,2023
SO0059202-1,2023-11-09,PASEIH,SPRAYS,OIL LEAK ON REAR OF SPRAYER,OIL HV46 5GAL HYDRAULIC,84.96,4.36,2023
SO0059222-2,2023-11-27,PASEIH,SPRAYS,Condenser loose.,CONDENSER,0.0,2.5499,2023
SO0059223-2,2023-11-27,PASEIH,SPRAYS,Condenser loose.,FREON/LB,33.2,2.5499,2023
SO0059223-3,2023-11-27,PASEIH,SPRAYS,Condenser loose.,LAMP,0.0,2.5499,2023
SO0059223-4,2023-11-27,PASEIH,SPRAYS,Condenser loose.,KIT,0.0,2.5499,2023
SO0059223-5,2023-11-27,PASEIH,SPRAYS,Condenser loose.,CONDENSER,0.0,2.5499,2023
SO0059223-7,2023-11-27,PASEIH,SPRAYS,Condenser loose.,SLF TAP SCREW,1.9199,2.5499,2023
SO0059223-8,2023-11-27,PASEIH,SPRAYS,Heahlight broke,LAMP,168.27,0.55,2023
SO0059224-1,2023-11-27,PASEIH,SPRAYS,Fuel door seal falling off,GASKET,3.12,0.0,2023
SO0059227-1,2023-11-27,PASEIH,SPRAYS,Fuel door seal falling off,GASKET,3.72,0.0,2023
SO0059256-2,2023-11-27,PASEIH,SPRAYS,Fuel door seal falling off,GASKET,2.2,0.0,2023
SO0059266-1,2023-11-28,PASEIH,SPRAYS,UNLOAD SET UP & PDI,214-1432 CLAMP,1.1599,43.7592,2023
SO0059284-11,2023-11-28,PASEIH,SPRAYS,THE AIR VALVE TO PURGE THE BOOMS WOULD NOT OPEN,VALVE,96.8299,3.27,2023
SO0059284-12,2023-11-29,PASEIH,SPRAYS,install extra camerawaiting for Boom Recirculation Kit. ** will be after sales,SSTIP/CAP - TEAL,467.5,3.0499,2023
SO0059284-13,2023-11-29,PASEIH,SPRAYS,PDI,OAT COOLANT,55.2599,18.569699999999997,2023
SO0059284-3,2023-11-28,PASEIH,SPRAYS,UNLOAD SET UP & PDI,ANTIFREEZE,106.0,43.7592,2023
SO0059284-4,2023-11-28,PASEIH,SPRAYS,UNLOAD SET UP & PDI,BOLT BY QUARTER POUND,1.3,43.7592,2023
SO0059284-4,2023-11-28,PASEIH,SPRAYS,UNLOAD SET UP & PDI,BOLT BY QUARTER POUND,1.3,43.7592,2023
SO0059284-5,2023-11-28,PASEIH,SPRAYS,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,STRAP,4.7999,15.1297,2023
SO0059284-6,2023-11-28,PASEIH,SPRAYS,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,SPRAY TIP,886.32,15.1297,2023
SO0059284-8,2023-11-28,PASEIH,SPRAYS,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,CLAMP,1.02,15.1297,2023
SO0059289-1,2023-11-29,PASEIH,SPRAYS,PDI,O-RING,0.53,18.569699999999997,2023
SO0059296-1,2023-11-29,PASEIH,SPRAYS,PDI,NIPPLE  LUBE,1.36,18.569699999999997,2023
SO0059296-2,2023-11-29,PASEIH,SPRAYS,PDI,WINDSHIELD CLEAN,3.78,18.569699999999997,2023
SO0059296-5,2023-11-29,PASEIH,SPRAYS,need rtk,RADIO,2024.05,0.38,2023
SO0059296-6,2023-11-29,PASEIH,SPRAYS,need rtk,HARNESS  WIRE,0.0,0.38,2023
SO0059327-1,2023-11-29,PASEIH,SPRAYS,slingshot harness install and business band radio cable,CONNECTOR  ELEC,36.1199,1.22,2023
SO0059328-12,2023-11-29,PASEIH,SPRAYS,slingshot harness install and business band radio cable,Metal Stick On Plate,8.0,1.22,2023
SO0059328-8,2023-11-29,PASEIH,SPRAYS,slingshot harness install and business band radio cable,SOFTWARE BASE HIGH,5625.0,1.22,2023
SO0059351-1,2024-01-18,PASEIH,SPRAYS,PIP CS0223,SPIRAX CX50 WHEEL OIL 5 GAL,92.09,4.25,2024
SO0059353-1,2024-01-23,PASEIH,SPRAYS,LEFT BOOM CRADLE ADJUSTER BOLT STRIPPED.,ROD  THREADED,114.62,1.3998,2024
SO0059374-1,2024-01-23,PASEIH,SPRAYS,INSTALL BOOM RECIRCULATING KIT.,CLAMP,20.55,42.049,2024
SO0059386-1,2024-01-23,PASEIH,SPRAYS,INSTALL BOOM RECIRCULATING KIT.,TEE,11.18,42.049,2024
SO0059395-1,2024-01-23,PASEIH,SPRAYS,INSTALL BOOM RECIRCULATING KIT.,REDUCER,9.2599,42.049,2024
SO0059427-1,2024-01-23,PASEIH,SPRAYS,INSTALL BOOM RECIRCULATING KIT.,CLAMP,26.0399,42.049,2024
SO0059437-1,2024-01-23,PASEIH,SPRAYS,INSTALL BOOM RECIRCULATING KIT.,ELBOW,6.87,42.049,2024
SO0059441-10,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,PIPE  INJECTION,53.73,40.2297,2024
SO0059441-11,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,FILTER  FUEL,357.8299,40.2297,2024
SO0059441-12,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,VALVE,204.12,40.2297,2024
SO0059441-13,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,GASKET,0.0,40.2297,2024
SO0059441-14,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,TUBE  FUEL,81.56,40.2297,2024
SO0059441-15,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,ACCUMULATOR,847.13,40.2297,2024
SO0059441-17,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,TUBE,189.28,40.2297,2024
SO0059441-18,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,REMAN-INJECTION NOZZ,3972.5999,40.2297,2024
SO0059441-19,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,REMAN-INJECTION - CORE,-750.0,40.2297,2024
SO0059441-7,2024-01-23,PASEIH,SPRAYS,INSTALL BOOM RECIRCULATING KIT.,GASKET,2.8799,42.049,2024
SO0059441-8,2024-01-23,PASEIH,SPRAYS,LEFT BOOM LOWERED TO GROUND AND WILL NOT RAISE AGAIN.,VALVE,89.0799,1.8999,2024
SO0059441-9,2024-02-15,PASEIH,SPRAYS,FUEL LEAK,"HEAD,FILTER",199.0999,3.0,2024
SO0059464-3,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,REMAN-INJECTION PUMP,2186.9099,40.2297,2024
SO0059464-5,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,ELBOW,0.0,40.2297,2024
SO0059464-6,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,PIPE  INJECTION,47.56,40.2297,2024
SO0059489-1,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,PIPE  INJECTION,52.9101,40.2297,2024
SO0059496-1,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,PIPE  INJECTION,40.7,40.2297,2024
SO0059513-1,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,PIPE  INJECTION,50.8401,40.2297,2024
SO0059513-2,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,PIPE  INJECTION,53.32,40.2297,2024
SO0059550-1,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,HYD CONNECTOR,0.0,40.2297,2024
SO0059550-10,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,FILTER  FUEL,24.26,40.2297,2024
SO0059550-4,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,FITTING,18.1999,40.2297,2024
SO0059550-5,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,THREADED UNION,5.4001,40.2297,2024
SO0059550-6,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,BOLT,0.63,40.2297,2024
SO0059550-7,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"FITTING,BRASS ELBOW",34.95,40.2297,2024
SO0059550-8,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,REMAN-INJECTION - CORE,-500.0,40.2297,2024
SO0059574-1,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,FILTER  FUEL,113.78,40.2297,2024
SO0059574-2,2024-02-15,PASEIH,SPRAYS,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"O-RING,SPECIAL",1.1799,40.2297,2024
SO0059574-3,2024-02-15,CHR,SPRAYS,missing skid rubberpads on front of skid,BUMPER/PAD CHASSIS,175.5,3.8398,2024
SO0059574-4,2024-02-15,PASEIH,SPRAYS,fore aft lines leaking,FITTING 6-4-5202,5.57,1.1,2024
SO0059574-5,2024-02-15,PASEIH,SPRAYS,fore aft lines leaking,HOSE ASSY,74.75,1.1,2024
SO0059574-6,2024-02-15,PASEIH,SPRAYS,fore aft lines leaking,HOSE ASSY .38X88,71.5,1.1,2024
SO0059576-1,2024-02-15,PASEIH,SPRAYS,xrt sensors not working,SENSOR,1355.92,1.08,2024
SO0059585-1,2024-02-15,CHR,SPRAYS,hood bracket update,HOOD HINGE REINFORMENT PLATE,47.48,1.1299,2024
SO0059585-2,2024-02-15,CHR,SPRAYS,Customer states lines leaking for main bin feed gate.,HOSE ASSY.38X.30,32.5,3.5,2024
SO0059585-3,2024-02-15,CHR,SPRAYS,Customer states lines leaking for main bin feed gate.,TUBE - ASSY .375,175.5,3.5,2024
SO0059590-1,2024-02-15,CHR,SPRAYS,Customer states lines leaking for main bin feed gate.,HOSE - ASSY 100R,29.25,3.5,2024
SO0059590-2,2024-02-15,CHR,SPRAYS,Customer states lines leaking for main bin feed gate.,HOSE ASSY.38X32.,32.5,3.5,2024
SO0059590-3,2024-02-15,CHR,SPRAYS,Customer states lines leaking for main bin feed gate.,HOSE - ASSY100R1,29.25,3.5,2024
SO0059590-4,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,ALARM  BACKUP,51.35,19.399700000000003,2024
SO0059590-5,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,SENSOR,0.0,19.399700000000003,2024
SO0059590-6,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,SENSOR,0.0,19.399700000000003,2024
SO0059706-1,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,HARNESS WIRE,1890.0,19.399700000000003,2024
SO0059728-1,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,MODULE,169.16,19.399700000000003,2024
SO0059728-2,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,SENSOR,0.0,19.399700000000003,2024
SO0059728-3,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,SENSOR,0.0,19.399700000000003,2024
SO0059728-4,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,FILTER  AIR - CAB,155.74,19.399700000000003,2024
SO0059728-5,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,HARNESS  WIRE,0.0,19.399700000000003,2024
SO0059728-6,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,HARNESS  WIRE,0.0,19.399700000000003,2024
SO0059750-2,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,MANIFOLD,0.0,19.399700000000003,2024
SO0059750-4,2024-02-15,PASEIH,SPRAYS,Main Chassis Harness Replacement,HARNESS WIRE,0.0,19.399700000000003,2024
SO0059759-1,2024-02-15,PASEIH,SPRAYS,Combo Unit - Dry to Liquid,HARNESS WIRE,0.0,4.7199,2024
SO0059762-2,2024-02-15,PASEIH,SPRAYS,Combo Unit - Dry to Liquid,SENSOR,0.0,4.7199,2024
SO0059762-3,2024-02-15,PASEIH,SPRAYS,Combo Unit - Dry to Liquid,CONTROL BOX,0.0,4.7199,2024
SO0059764-2,2024-02-15,PASEIH,SPRAYS,New Harness - Will not calibrate drive system,HARNESS WIRE,0.0,52.05,2024
SO0059764-4,2024-02-15,PASEIH,SPRAYS,New Harness - Will not calibrate drive system,HARNESS  WIRE,0.0,52.05,2024
SO0059764-5,2024-02-15,PASEIH,SPRAYS,New Harness - Will not calibrate drive system,HARNESS WIRE,0.0,52.05,2024
SO0059765-2,2024-02-15,PASEIH,SPRAYS,New Harness - Will not calibrate drive system,HARNESS  WIRE,972.22,52.05,2024
SO0059765-3,2024-02-15,PASEIH,SPRAYS,New Harness - Will not calibrate drive system,SENSOR,0.0,52.05,2024
SO0059765-4,2024-02-15,PASEIH,SPRAYS,New Harness - Will not calibrate drive system,SENSOR,0.0,52.05,2024
SO0059765-5,2024-02-15,PASEIH,SPRAYS,New Harness - Will not calibrate drive system,SENSOR,0.0,52.05,2024
SO0059765-7,2024-02-15,PASEIH,SPRAYS,New Harness - Will not calibrate drive system,SENSOR,0.0,52.05,2024
SO0059765-8,2024-02-15,PASEIH,SPRAYS,New Harness - Will not calibrate drive system,SENSOR,1643.5398,52.05,2024
SO0059765-9,2024-02-15,PASEIH,SPRAYS,New Harness - Will not calibrate drive system,HARNESS  WIRE,0.0,52.05,2024
SO0059880-3,2024-02-15,PASEIH,SPRAYS,New Harness - Will not calibrate drive system,MANIFOLD,0.0,52.05,2024
SO0059915-1,2024-02-15,PASEIH,SPRAYS,No VSN or RS1,SENSOR,0.0,4.07,2024
SO0059919-5,2024-02-15,PASEIH,SPRAYS,Air Suspension not working as designed.,SENSOR,0.0,12.9299,2024
SO0059940-1,2024-02-15,PASEIH,SPRAYS,Air Suspension not working as designed.,HARNESS WIRE,422.0099,12.9299,2024
SO0059968-1,2024-02-15,PASEIH,SPRAYS,Air Suspension not working as designed.,HARNESS WIRE,220.2,12.9299,2024
SO0059968-2,2024-02-15,PASEIH,SPRAYS,Air Suspension not working as designed.,MANIFOLD,4034.15,12.9299,2024
SO0059977-1,2024-02-15,PASEIH,SPRAYS,Air Suspension not working as designed.,SENSOR,432.02,12.9299,2024
SO0060018-1,2024-02-15,PASEIH,SPRAYS,Air Suspension not working as designed.,SENSOR,100.96,12.9299,2024
SO0060020-1,2024-02-15,PASEIH,SPRAYS,Power tarp will only operate correctly,CONTROL BOX,312.0,2.9699,2024
SO0060022-10,2024-02-15,PASEIH,SPRAYS,Fuel Pressure/Temp Codes,SENSOR,20.69,11.3798,2024
SO0060022-4,2024-02-15,PASEIH,SPRAYS,Aim Command Harness Connector BrokenAutoFold Sensor Failed,SENSOR,138.66,0.0,2024
SO0060022-7,2024-02-15,PASEIH,SPRAYS,Aim Command Harness Connector BrokenAutoFold Sensor Failed,HARNESS  WIRE,1002.61,0.0,2024
SO0060022-9,2024-02-15,PASEIH,SPRAYS,Fuel Pressure/Temp Codes,HARNESS  WIRE,568.2599,11.3798,2024
SO0060030-1,2024-02-15,PASEIH,APPL,Coolant leaking out of the top nipple of the deareation tank.,TANK,449.0099,3.22,2024
